99	0.000005	0.000017
199	0.000007	0.000029
299	0.000010	0.000042
399	0.000012	0.000055
499	0.000015	0.000069
599	0.000018	0.000082
699	0.000023	0.000094
799	0.000024	0.000110
899	0.000029	0.000122
999	0.000032	0.000134
